title,open_date,quarter,n_aud,n_screen,n_show,distributor,director,actor,score,genre,actor_power,genre_power,distributor_power
노무현입니다,2017.5.25,2,1855149 ,775 ,61327 ,기타,이창재,노무현,9 ,다큐멘터리,1855149 ,2246805 ,120697397 
집으로 가는 길,2013.12.11,4,1854711 ,889 ,42896 ,씨제이,방은진,"전도연, 고수",9 ,드라마,16359053 ,554968598 ,332822481 
뺑반,2019.1.30,1,1826912 ,1285 ,47215 ,쇼박스,한준희,"공효진, 류준열, 조정석",6 ,"범죄, 액션",78712035 ,457001390 ,194689255 
마약왕,2018.12.19,4,1813594 ,1297 ,41658 ,쇼박스,우민호,"송강호, 조정석, 배두나",6 ,"범죄, 드라마",115065008 ,707625778 ,194689255 
변신,2019.8.21,3,1804112 ,975 ,63211 ,기타,김홍선,"배성우, 성동일, 장영남, 김혜준, 조이현, 김강훈",7 ,"공포, 스릴러",56288542 ,121834602 ,120697397 
나의 PS 파트너,2012.12.6,4,1786831 ,552 ,37625 ,씨제이,변성현,"지성, 김아중",8 ,"멜로/로맨스, 코미디",16440393 ,280298420 ,332822481 
기술자들,2014.12.24,4,1778083 ,641 ,24416 ,롯데,김홍선,"김우빈, 김영철, 고창석, 이현우, 조윤희, 임주환",7 ,"범죄, 액션",66023786 ,457001390 ,159188751 
공범,2013.10.24,4,1766285 ,611 ,51425 ,씨제이,국동석,"손예진, 김갑수",7 ,스릴러,31126028 ,104270636 ,332822481 
대호,2015.12.16,4,1762742 ,1301 ,44821 ,넥스트,박훈정,최민식,8 ,드라마,33802416 ,554968598 ,160156018 
제보자,2014.10.2,4,1755181 ,676 ,58358 ,기타,임순례,"박해일, 유연석, 이경영",8 ,드라마,46304585 ,554968598 ,120697397 
전설의 주먹,2013.4.10,2,1744585 ,724 ,57593 ,씨제이,강우석,"황정민, 유준상, 이요원, 윤제문, 정웅인, 성지루",8 ,"액션, 드라마",93295969 ,859312808 ,332822481 
러브픽션,2012.2.29,1,1726202 ,617 ,44130 ,넥스트,전계수,"하정우, 공효진",7 ,"멜로/로맨스, 코미디",105446297 ,280298420 ,160156018 
평양성,2011.1.27,1,1717566 ,483 ,41860 ,롯데,이준익,"정진영, 이문식, 류승룡, 윤제문, 선우선",8 ,"코미디, 전쟁",111401563 ,232152596 ,159188751 
파파로티,2013.3.14,1,1716429 ,552 ,53601 ,쇼박스,윤종찬,"한석규, 이제훈, 오달수, 강소라, 조진웅, 이재용",8 ,드라마,192989801 ,554968598 ,194689255 
쎄시봉,2015.2.5,1,1715370 ,829 ,51744 ,씨제이,김현석,"정우, 김윤석, 한효주, 김희애, 진구, 장현성, 강하늘, 조복래",6 ,"멜로/로맨스, 드라마",130154396 ,625161151 ,332822481 
피끓는 청춘,2014.1.22,1,1676040 ,679 ,36082 ,롯데,이연우,"박보영, 이종석, 이세영, 김영광",8 ,"코미디, 멜로/로맨스, 드라마",35847138 ,835267018 ,159188751 
헬로우 고스트,2010.12.22,4,1663550 ,418 ,34713 ,넥스트,김영탁,"차태현, 강예원, 이문수, 고창석, 장영남, 천보근",9 ,코미디,59936160 ,210105867 ,160156018 
공모자들,2012.8.29,3,1646142 ,496 ,44959 ,기타,김홍선,"임창정, 최다니엘, 오달수, 조윤희",7 ,"범죄, 스릴러",107132885 ,256927816 ,120697397 
임금님의 사건수첩,2017.4.26,2,1635003 ,1054 ,53005 ,씨제이,문현성,"이선균, 안재홍",8 ,"코미디, 모험, 액션",31386752 ,550379832 ,332822481 
걸캅스,2019.5.9,2,1629528 ,973 ,63163 ,씨제이,정다원,"라미란, 이성경",6 ,"코미디, 액션",10323787 ,514450077 ,332822481 
두근두근 내 인생,2014.9.3,3,1624601 ,629 ,40158 ,씨제이,이재용,"강동원, 송혜교, 조성목",7 ,드라마,34950303 ,554968598 ,332822481 
우아한 거짓말,2014.3.13,1,1619188 ,573 ,57492 ,기타,이한,"김희애, 고아성, 김유정, 김향기",8 ,드라마,54595121 ,554968598 ,120697397 
하울링,2012.2.16,1,1612554 ,550 ,44753 ,씨제이,유하,"송강호, 이나영",7 ,"범죄, 드라마",72647239 ,707625778 ,332822481 
사자,2019.7.31,3,1611163 ,1405 ,47683 ,롯데,김주환,"박서준, 안성기, 우도환",7 ,"미스터리, 액션, 판타지, 공포",25106725 ,402625729 ,159188751 
창궐,2018.10.25,4,1599290 ,1351 ,60687 ,넥스트,김성훈,"현빈, 장동건",5 ,액션,26709605 ,304344210 ,160156018 
더 폰,2015.10.22,4,1593694 ,794 ,53599 ,넥스트,김봉주,"손현주, 엄지원, 배성우",7 ,"액션, 스릴러",49278872 ,408614846 ,160156018 
성난황소,2018.11.22,4,1593386 ,1010 ,48932 ,쇼박스,김민호,"마동석, 송지효",7 ,"범죄, 액션",80555691 ,457001390 ,194689255 
도어락,2018.12.5,4,1559616 ,954 ,53732 ,기타,이권,"공효진, 김예원, 김성오",6 ,스릴러,14533446 ,104270636 ,120697397 
용의자X,2012.10.18,4,1552055 ,553 ,42989 ,씨제이,방은진,"류승범, 이요원, 조진웅",8 ,미스터리,79377958 ,39238059 ,332822481 
퍼펙트 게임,2011.12.21,4,1507084 ,809 ,41010 ,롯데,박희곤,"조승우, 양동근, 최정원",9 ,드라마,15941273 ,554968598 ,159188751 
리틀 포레스트,2018.2.28,1,1506269 ,884 ,68414 ,기타,임순례,"김태리, 류준열, 문소리, 진기주",9 ,드라마,55608169 ,554968598 ,120697397 
부라더,2017.11.2,4,1492903 ,889 ,54975 ,기타,장유정,"마동석, 이동휘, 이하늬",7 ,코미디,126313928 ,210105867 ,120697397 
나의 특별한 형제,2019.5.1,2,1478156 ,936 ,49927 ,넥스트,육상효,"신하균, 이광수, 이솜",9 ,"드라마, 코미디",18806106 ,765074465 ,160156018 
해무(海霧),2014.8.13,3,1475507 ,584 ,33490 ,넥스트,심성보,"김윤석, 박유천, 한예리, 이희준, 문성근, 김상호, 유승목",7 ,드라마,79699795 ,554968598 ,160156018 
스윙키즈,2018.12.19,4,1473125 ,1571 ,42247 ,넥스트,강형철,"디오, 자레드 그라임스, 박혜수, 오정세, 김민호",8 ,드라마,12426387 ,554968598 ,160156018 
차이나타운,2015.4.29,2,1472106 ,551 ,45137 ,기타,박상현,"서준영, 반소영",5 ,"액션, 범죄",2944212 ,457001390 ,120697397 
인간중독,2014.5.14,2,1441973 ,682 ,44057 ,넥스트,김대우,"송승헌, 임지연, 조여정, 온주완",7 ,"드라마, 멜로/로맨스",31667178 ,625161151 ,160156018 
탐정 홍길동: 사라진 마을,2016.5.4,2,1430885 ,764 ,41076 ,씨제이,조성희,"이제훈, 김성균",8 ,"드라마, 액션",38308043 ,859312808 ,332822481 
런닝맨,2013.4.4,2,1422844 ,567 ,45995 ,기타,윤준상,"김서영, 권창욱, 엄상현, 김연우, 강시현, 전태열",8 ,애니메이션,13467027 ,15798986 ,120697397 
골든슬럼버,2018.2.14,1,1387508 ,833 ,42991 ,씨제이,노동석,"강동원, 김의성, 한효주, 김성균, 김대명",5 ,"범죄, 드라마",102838989 ,707625778 ,332822481 
기억의 밤,2017.11.29,4,1386611 ,759 ,52847 ,기타,장항준,"강하늘, 김무열",8 ,"미스터리, 스릴러",38542179 ,143508695 ,120697397 
브이아이피,2017.8.23,3,1373316 ,996 ,44650 ,기타,박훈정,"장동건, 김명민, 박희순, 이종석",7 ,"범죄, 드라마",68372099 ,707625778 ,120697397 
특별시민,2017.4.26,2,1362634 ,1154 ,46377 ,쇼박스,박인제,"최민식, 곽도원, 심은경, 문소리, 라미란, 류혜영, 이기홍",7 ,드라마,106276008 ,554968598 ,194689255 
차형사,2012.5.30,2,1346754 ,433 ,39152 ,씨제이,신태라,"강지환, 성유리, 이수혁, 김영광, 신민철",7 ,코미디,12176675 ,210105867 ,332822481 
은교,2012.4.25,2,1346359 ,521 ,41683 ,롯데,정지우,"박해일, 김무열, 김고은",7 ,멜로/로맨스,51281432 ,70192553 ,159188751 
궁합,2018.2.28,1,1340117 ,966 ,52427 ,씨제이,홍창표,"심은경, 이승기",6 ,"코미디, 드라마",26832838 ,765074465 ,332822481 
미스터 고,2013.7.17,3,1328888 ,840 ,38263 ,쇼박스,김용화,"성동일, 서교",8 ,"드라마, 코미디, 액션",31222842 ,1069418675 ,194689255 
사라진 밤,2018.3.7,1,1315726 ,925 ,60087 ,기타,이창희,"김상경, 김강우, 김희애",7 ,스릴러,21762539 ,104270636 ,120697397 
간첩,2012.9.20,3,1310895 ,576 ,41726 ,롯데,우민호,"김명민, 염정아, 유해진, 변희봉, 정겨운",7 ,"드라마, 코미디, 액션",106505583 ,1069418675 ,159188751 
장산범,2017.8.17,3,1306438 ,711 ,34768 ,넥스트,허정,"염정아, 박혁권",6 ,"미스터리, 스릴러",12849066 ,143508695 ,160156018 
간기남,2012.4.11,2,1246185 ,396 ,38155 ,쇼박스,김형준,"박희순, 박시연, 주상욱, 김정태, 이한위, 이광수",7 ,"스릴러, 코미디",55765976 ,314376503 ,194689255 
유열의 음악앨범,2019.8.28,3,1245532 ,1078 ,59626 ,기타,정지우,"김고은, 정해인",6 ,"멜로/로맨스, 드라마",9422631 ,625161151 ,120697397 
특별수사: 사형수의 편지,2016.6.16,2,1241899 ,691 ,39372 ,넥스트,권종관,"김명민, 김상호, 성동일, 김영애, 김향기",8 ,"범죄, 드라마",112248060 ,707625778 ,160156018 
퍼펙트맨,2019.10.2,4,1240022 ,894 ,50055 ,쇼박스,용수,"설경구, 조진웅",8 ,"코미디, 드라마",83572766 ,765074465 ,194689255 
찌라시: 위험한 소문,2014.2.20,1,1221427 ,560 ,37426 ,씨제이,김광식,"김강우, 정진영, 고창석, 박성웅",8 ,"드라마, 범죄",59918946 ,707625778 ,332822481 
결혼전야,2013.11.21,4,1212843 ,524 ,38819 ,기타,홍지영,"김강우, 김효진, 이연희, 택연, 마동석, 구잘 투르수노바, 이희준, 고준희, 주지훈",7 ,"멜로/로맨스, 코미디",148958558 ,280298420 ,120697397 
깡철이,2013.10.2,4,1209363 ,707 ,43102 ,씨제이,안권태,"유아인, 김해숙",7 ,가족,48924455 ,19830957 ,332822481 
악녀,2017.6.8,2,1208081 ,685 ,46070 ,넥스트,정병길,"김옥빈, 신하균, 성준, 김서형, 조은지",7 ,액션,22679228 ,304344210 ,160156018 
해빙,2017.3.1,1,1204600 ,915 ,46227 ,롯데,이수연,"조진웅, 신구, 김대명",6 ,스릴러,73290935 ,104270636 ,159188751 
시간이탈자,2016.4.13,2,1202384 ,733 ,55075 ,씨제이,곽재용,"임수정, 조정석, 이진욱",7 ,스릴러,54033048 ,104270636 ,332822481 
R2B: 리턴투베이스,2012.8.15,3,1201944 ,539 ,32881 ,씨제이,김동원,"비, 유준상, 신세경, 김성수, 이하나, 이종석, 정경호",8 ,"액션, 드라마",32906443 ,859312808 ,332822481 
더 웹툰: 예고살인,2013.6.27,2,1201457 ,541 ,35931 ,씨제이,김용균,"이시영, 엄기준",7 ,"공포, 스릴러",7034858 ,121834602 ,332822481 
생일,2019.4.3,2,1197565 ,878 ,71797 ,넥스트,이종언,"설경구, 전도연",7 ,드라마,24818776 ,554968598 ,160156018 
바람 바람 바람,2018.4.5,2,1194229 ,985 ,57939 ,넥스트,이병헌,"이성민, 신하균, 송지효, 이엘",6 ,코미디,28690655 ,210105867 ,160156018 
"힘을 내요, 미스터 리",2019.9.11,3,1181960 ,990 ,41831 ,넥스트,이계벽,"차승원, 엄채영, 박해준",8 ,"코미디, 드라마",13605583 ,765074465 ,160156018 
빅매치,2014.11.27,4,1177438 ,627 ,38527 ,넥스트,최호,"이정재, 신하균, 이성민, 보아",7 ,액션,76645022 ,304344210 ,160156018 
동주,2016.2.17,1,1172641 ,543 ,39958 ,기타,이준익,"강하늘, 박정민, 김인우",9 ,드라마,33391321 ,554968598 ,120697397 
슬로우 비디오,2014.10.2,4,1169562 ,618 ,40665 ,기타,김영탁,"차태현, 남상미",8 ,드라마,24260515 ,554968598 ,120697397 
돈의 맛,2012.5.17,2,1166018 ,643 ,36922 ,롯데,임상수,"김강우, 백윤식, 윤여정, 김효진",7 ,드라마,39517050 ,554968598 ,159188751 
장수상회,2015.4.9,2,1165780 ,688 ,52928 ,씨제이,강제규,"박근형, 윤여정, 조진웅, 한지민",9 ,"드라마, 멜로/로맨스",83712740 ,625161151 ,332822481 
가문의 영광5 - 가문의 귀환,2012.12.19,4,1160021 ,671 ,29429 ,롯데,정용기,"정준호, 김민정, 유동근, 성동일, 박상욱, 박근형, 윤두준, 왕석현, 유혜정, 김태환, 손나은, 황광희, 유민",6 ,코미디,45360773 ,210105867 ,159188751 
미씽: 사라진 여자,2016.11.30,4,1153109 ,790 ,40617 ,기타,이언희,"엄지원, 공효진",8 ,"미스터리, 가족, 서스펜스",27900680 ,60717812 ,120697397 
고령화 가족,2013.5.9,2,1141222 ,583 ,37524 ,씨제이,송해성,"박해일, 윤제문, 공효진, 윤여정, 진지희",8 ,드라마,51149081 ,554968598 ,332822481 
장사리 : 잊혀진 영웅들,2019.9.25,3,1140876 ,1090 ,47821 ,기타,곽경택,"김명민, 최민호, 김성철, 김인권, 곽시양",8 ,전쟁,38781913 ,22046729 ,120697397 
하루,2017.6.15,2,1129609 ,781 ,45808 ,기타,조선호,"김명민, 변요한, 유재명",7 ,스릴러,29325788 ,104270636 ,120697397 
챔피언,2018.5.1,2,1128774 ,874 ,47320 ,기타,김용완,"마동석, 권율, 한예리",6 ,드라마,84937852 ,554968598 ,120697397 
성난 변호사,2015.10.8,4,1128288 ,607 ,36990 ,씨제이,허종호,"이선균, 김고은, 임원희",8 ,"범죄, 액션",34648750 ,457001390 ,332822481 
"당신, 거기 있어줄래요",2016.12.14,4,1124815 ,767 ,39181 ,롯데,홍지영,"김윤석, 변요한, 채서진",9 ,"판타지, 드라마",53445715 ,596448092 ,159188751 
특수본,2011.11.24,4,1118258 ,471 ,40881 ,롯데,황병국,"엄태웅, 주원, 정진영, 성동일, 이태임, 김정태",7 ,"액션, 범죄",77779987 ,457001390 ,159188751 
회사원,2012.10.11,4,1110523 ,549 ,41275 ,쇼박스,임상윤,"소지섭, 이미연",6 ,"액션, 드라마",13291240 ,859312808 ,194689255 
간신,2015.5.21,2,1110246 ,697 ,40580 ,롯데,민규동,"주지훈, 김강우, 천호진, 임지연, 이유영",7 ,드라마,64442214 ,554968598 ,159188751 
롱 리브 더 킹: 목포 영웅,2019.6.19,2,1094404 ,965 ,38839 ,기타,강윤성,"김래원, 원진아, 진선규, 최귀화",8 ,"액션, 드라마",29591875 ,859312808 ,120697397 
오빠생각,2016.1.21,1,1069864 ,855 ,44801 ,넥스트,이한,"임시완, 고아성",9 ,"드라마, 전쟁",28352753 ,577015327 ,160156018 
"날, 보러와요",2016.4.7,2,1063442 ,683 ,49237 ,기타,이철하,"강예원, 이상윤, 최진호",7 ,"미스터리, 스릴러",9974380 ,143508695 ,120697397 
수상한 고객들,2011.4.14,2,1059350 ,411 ,33930 ,씨제이,조진모,류승범,9 ,"코미디, 드라마",13225326 ,765074465 ,332822481 
점박이:한반도의 공룡3D,2012.1.26,1,1050852 ,457 ,22475 ,씨제이,한상호,"이형석, 신용우, 구자형",8 ,애니메이션,4565998 ,15798986 ,332822481 
동창생,2013.11.6,4,1048280 ,660 ,36401 ,쇼박스,박홍수,"T.O.P, 한예리, 윤제문, 조성하, 김유정",7 ,"액션, 드라마",29447057 ,859312808 ,194689255 
그놈이다,2015.10.28,4,1046015 ,681 ,38678 ,기타,윤준형,"주원, 유해진, 이유영",7 ,스릴러,74844709 ,104270636 ,120697397 
오직 그대만,2011.10.20,4,1027622 ,435 ,35365 ,쇼박스,송일곤,"소지섭, 한효주",9 ,멜로/로맨스,39204348 ,70192553 ,194689255 
심장이 뛴다,2011.1.5,1,1006947 ,445 ,26778 ,롯데,윤재근,"김윤진, 박해일",8 ,드라마,33197675 ,554968598 ,159188751 
염력,2018.1.31,1,990104 ,1099 ,45623 ,넥스트,연상호,"류승룡, 심은경",5 ,코미디,106716099 ,210105867 ,160156018 
방황하는 칼날,2014.4.10,2,989906 ,594 ,38850 ,씨제이,이정호,"정재영, 이성민",8 ,"스릴러, 범죄",27488699 ,256927816 ,332822481 
미쓰 와이프,2015.8.13,3,988451 ,437 ,28864 ,기타,강효진,"엄정화, 송승헌",9 ,코미디,10978900 ,210105867 ,120697397 
시체가 돌아왔다,2012.3.29,1,986923 ,435 ,36705 ,씨제이,우선호,"이범수, 류승범, 김옥빈",7 ,"범죄, 코미디",33666702 ,362763047 ,332822481 
전국노래자랑,2013.5.1,2,978413 ,581 ,41649 ,롯데,이종필,"김인권, 류현경, 김수미, 오광록, 유연석, 이초희, 오현경, 김중기",8 ,코미디,25923158 ,210105867 ,159188751 
원더풀 라디오,2012.1.5,1,977470 ,474 ,29167 ,쇼박스,권칠인,"이민정, 이정진",8 ,드라마,1954940 ,554968598 ,194689255 
"고산자, 대동여지도",2016.9.7,3,974262 ,765 ,38048 ,씨제이,강우석,"차승원, 유준상",7 ,드라마,9577465 ,554968598 ,332822481 
돈 크라이 마미,2012.11.22,4,972962 ,444 ,29539 ,기타,김용한,"유선, 남보라, 유오성, 동호",6 ,"스릴러, 드라마",17501232 ,659239234 ,120697397 
우리는 형제입니다,2014.10.23,4,970373 ,566 ,41638 ,쇼박스,장진,"조진웅, 김성균, 김영애, 윤진이",7 ,"코미디, 가족",104097267 ,229936824 ,194689255 
천문: 하늘에 묻는다,2019.12.26,4,965624 ,1198 ,25734 ,롯데,허진호,"최민식, 한석규",9 ,드라마,47443072 ,554968598 ,159188751 
나랏말싸미,2019.7.24,3,958775 ,1211 ,39206 ,기타,조철현,"송강호, 박해일, 전미선",3 ,드라마,102187768 ,554968598 ,120697397 
허삼관,2015.1.14,1,955679 ,621 ,27645 ,넥스트,하정우,"하정우, 하지원",8 ,드라마,100218549 ,554968598 ,160156018 
점쟁이들,2012.10.3,4,953682 ,479 ,31577 ,넥스트,신정원,"김수로, 강예원, 이제훈, 곽도원, 김윤혜, 양경모",6 ,"코미디, 공포",60504642 ,227669833 ,160156018 
불한당: 나쁜 놈들의 세상,2017.5.17,2,939535 ,860 ,37913 ,씨제이,변성현,"설경구, 임시완",6 ,"범죄, 액션, 드라마",34535839 ,1011969988 ,332822481 
뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,1,931342 ,459 ,19941 ,씨제이,박영균,"이선, 이미자, 김환진, 함수정, 홍소영, 조현정, 정미숙",9 ,애니메이션,18696845 ,15798986 ,332822481 
인랑,2018.7.25,3,898945 ,1085 ,25427 ,기타,김지운,"강동원, 한효주, 정우성, 김무열",4 ,"SF, 액션",106487475 ,317035744 ,120697397 
극장판 헬로카봇 : 백악기 시대,2018.8.1,3,879449 ,758 ,16173 ,넥스트,김진철,"이지현, 김용준, 양정화",9 ,애니메이션,7346282 ,15798986 ,160156018 
체포왕,2011.5.4,2,870887 ,407 ,32545 ,롯데,임찬익,"박중훈, 이선균",8 ,코미디,27855998 ,210105867 ,159188751 
열한시,2013.11.28,4,870785 ,512 ,32536 ,씨제이,김현석,"정재영, 최다니엘, 김옥빈",6 ,스릴러,23749059 ,104270636 ,332822481 
미확인 동영상 : 절대클릭금지,2012.5.30,2,867386 ,361 ,25059 ,쇼박스,김태경,"박보영, 주원, 강별",6 ,"공포, 스릴러",18518239 ,121834602 ,194689255 
살인의뢰,2015.3.12,1,855980 ,646 ,35244 ,기타,손용호,"김상경, 김성균, 박성웅",7 ,"범죄, 스릴러",47545648 ,256927816 ,120697397 
좋아해줘,2016.2.17,1,848148 ,637 ,27125 ,씨제이,박현진,"이미연, 최지우, 김주혁, 유아인, 강하늘, 이솜",8 ,"멜로/로맨스, 코미디",72199762 ,280298420 ,332822481 
만추,2011.2.17,1,845845 ,444 ,25590 ,씨제이,김태용,"현빈, 탕웨이",7 ,드라마,21010586 ,554968598 ,332822481 
대립군,2017.5.31,2,837500 ,809 ,29084 ,기타,정윤철,"이정재, 여진구, 김무열",7 ,드라마,76546020 ,554968598 ,120697397 
남쪽으로 튀어,2013.2.6,1,832894 ,428 ,23088 ,롯데,임순례,"김윤석, 오연수, 한예리, 백승환, 박사랑",8 ,"드라마, 코미디",58017419 ,765074465 ,159188751 
손님,2015.7.9,3,828025 ,634 ,23404 ,씨제이,김광태,"류승룡, 이성민, 천우희, 이준",6 ,"판타지, 공포",117307238 ,59043460 ,332822481 
레드슈즈,2019.7.25,3,817729 ,717 ,20376 ,넥스트,홍성호,"클로이 모레츠, 샘 클라플린, 지나 거손, 패트릭 워버튼, 짐 래쉬, 아바 콜커, 안소이, 신용우, 전진아, 권성혁, 정재헌, 최한, 윤세웅, 프레더릭 하멜",9 ,"애니메이션, 모험, 코미디, 판타지, 멜로/로맨스",12754570 ,373506655 ,160156018 
카트,2014.11.13,4,812490 ,544 ,28547 ,기타,부지영,"염정아, 문정희, 김영애, 김강우",9 ,드라마,53153352 ,554968598 ,120697397 
화이트: 저주의 멜로디,2011.6.9,2,790954 ,311 ,28059 ,씨제이,김곡,"은정, 황우슬혜, 메이다니, 최아라, 진세연",7 ,"공포, 미스터리",14072731 ,56802025 ,332822481 
나는 왕이로소이다,2012.8.8,3,790181 ,471 ,21898 ,롯데,장규성,"주지훈, 백윤식, 변희봉, 박영규, 임원희, 김수로, 이하늬",7 ,"드라마, 코미디",103275797 ,765074465 ,159188751 
관능의 법칙,2014.2.13,1,781516 ,591 ,30630 ,롯데,권칠인,"엄정화, 문소리, 조민수",8 ,"드라마, 코미디",18503489 ,765074465 ,159188751 
뽀로로 극장판 공룡섬 대모험,2017.12.7,4,773743 ,803 ,18226 ,넥스트,김현호,"이선, 이미자, 함수정, 홍소영, 정미숙, 김서영, 김환진",9 ,애니메이션,20520616 ,15798986 ,160156018 
푸른소금,2011.8.31,3,771699 ,476 ,28346 ,씨제이,이현승,"송강호, 신세경",7 ,드라마,77023689 ,554968598 ,332822481 
레슬러,2018.5.9,2,771141 ,957 ,43079 ,롯데,김대웅,"유해진, 김민재, 이성경",5 ,"드라마, 코미디",73215133 ,765074465 ,159188751 
상류사회,2018.8.29,3,768442 ,867 ,41725 ,롯데,변혁,"박해일, 수애",4 ,드라마,28878037 ,554968598 ,159188751 
뽀로로 극장판 보물섬 대모험,2019.4.25,2,766843 ,797 ,20075 ,넥스트,김현호,"이선, 이미자, 김현지, 홍소영, 정미숙, 김서영, 김환진, 남도형, 정승욱, 이장원, 황창영",9 ,애니메이션,22402080 ,15798986 ,160156018 
황해,2010.12.22,4,763270 ,488 ,18807 ,쇼박스,나홍진,"하정우, 김윤석, 조성하",8 ,"범죄, 스릴러",153217856 ,256927816 ,194689255 
스플릿,2016.11.9,4,758195 ,702 ,32616 ,기타,최국희,"유지태, 이정현, 이다윗, 정성화",9 ,드라마,23332023 ,554968598 ,120697397 
더 파이브,2013.11.14,4,731212 ,501 ,27308 ,씨제이,정연식,"김선아, 온주완, 마동석, 신정근, 정인기, 이청아, 박효주",6 ,"스릴러, 드라마",94842289 ,659239234 ,332822481 
물괴,2018.9.12,3,723622 ,1183 ,46022 ,롯데,허종호,"김명민, 김인권, 혜리, 최우식",5 ,액션,59149343 ,304344210 ,159188751 
미쓰백,2018.10.11,4,722182 ,671 ,41961 ,기타,이지원,"한지민, 김시아, 이희준",9 ,드라마,22997838 ,554968598 ,120697397 
풍산개,2011.6.23,2,714136 ,286 ,19194 ,넥스트,전재홍,"윤계상, 김규리",7 ,드라마,13140814 ,554968598 ,160156018 
국가대표 2,2016.8.10,3,709929 ,562 ,20689 ,기타,김종현,"수애, 오달수, 오연서",9 ,드라마,93948707 ,554968598 ,120697397 
통증,2011.9.7,3,700272 ,317 ,29211 ,롯데,곽경택,"권상우, 정려원, 마동석",8 ,드라마,87698283 ,554968598 ,159188751 
신비아파트: 금빛 도깨비와 비밀의 동굴,2018.7.25,3,678091 ,762 ,16175 ,씨제이,김병갑,"조현정, 김영은, 김채하, 양정화",9 ,"애니메이션, 판타지, 모험",8237830 ,93208235 ,332822481 
상의원,2014.12.24,4,676632 ,466 ,13809 ,쇼박스,이원석,"한석규, 고수, 박신혜, 유연석, 마동석",8 ,드라마,129218724 ,554968598 ,194689255 
고양이: 죽음을 보는 두 개의 눈,2011.7.7,3,672314 ,304 ,18972 ,넥스트,변승욱,"박민영, 김동욱, 김예론",5 ,공포,31491110 ,17563966 ,160156018 
신비아파트 극장판 하늘도깨비 대 요르문간드,2019.12.19,4,672127 ,841 ,13762 ,씨제이,변영규,"조현정, 양정화, 김영은, 김채하",8 ,애니메이션,8237830 ,15798986 ,332822481 
열정같은소리하고있네,2015.11.25,4,654102 ,566 ,30459 ,넥스트,정기훈,"정재영, 박보영",7 ,드라마,25421660 ,554968598 ,160156018 
그날의 분위기,2016.1.14,1,653287 ,592 ,27186 ,쇼박스,조규장,"문채원, 유연석",6 ,"멜로/로맨스, 코미디",18851577 ,280298420 ,194689255 
아빠는 딸,2017.4.12,2,647305 ,586 ,33263 ,기타,김형협,"윤제문, 정소민",8 ,"코미디, 드라마",8333875 ,765074465 ,120697397 
사냥,2016.6.29,2,645922 ,696 ,28862 ,롯데,이우철,"안성기, 조진웅, 한예리, 권율",6 ,"액션, 스릴러",82221215 ,408614846 ,159188751 
나를 찾아줘,2019.11.27,4,645082 ,875 ,29475 ,기타,김승우,"이영애, 유재명, 박해준, 이원근",7 ,스릴러,15369192 ,104270636 ,120697397 
광대들: 풍문조작단,2019.8.21,3,637461 ,806 ,29048 ,기타,김주호,"조진웅, 손현주, 박희순, 고창석, 김슬기, 윤박, 김민석",6 ,드라마,127736538 ,554968598 ,120697397 
널 기다리며,2016.3.10,1,635235 ,551 ,33774 ,넥스트,모홍진,"심은경, 윤제문, 김성오",8 ,스릴러,33195096 ,104270636 ,160156018 
플랜맨,2014.1.9,1,632299 ,458 ,20459 ,롯데,성시흡,"정재영, 한지민",8 ,코미디,23033843 ,210105867 ,159188751 
조선마술사,2015.12.30,4,628576 ,1204 ,18630 ,롯데,김대승,"유승호, 고아라",7 ,드라마,8932632 ,554968598 ,159188751 
특종: 량첸살인기,2015.10.22,4,616481 ,776 ,31783 ,롯데,노덕,"조정석, 이미숙, 이하나",7 ,스릴러,35658446 ,104270636 ,159188751 
미쓰GO,2012.6.21,2,611685 ,440 ,24851 ,넥스트,박철관,"고현정, 유해진, 성동일, 이문식, 고창석",5 ,"코미디, 액션",120891973 ,514450077 ,160156018 
서부전선,2015.9.24,3,609063 ,509 ,18935 ,롯데,천성일,"설경구, 여진구",6 ,"전쟁, 드라마",24945199 ,577015327 ,159188751 
우는 남자,2014.6.4,2,603495 ,508 ,22322 ,씨제이,이정범,"장동건, 김민희",6 ,"액션, 드라마",16168767 ,859312808 ,332822481 
패션왕,2014.11.6,4,594871 ,523 ,25487 ,넥스트,오기환,"주원, 최진리",5 ,"드라마, 코미디",4701835 ,765074465 ,160156018 
황제를 위하여,2014.6.11,2,592435 ,423 ,26736 ,기타,박상준,"이민기, 박성웅, 이태임",6 ,"액션, 느와르",27829220 ,309386012 ,120697397 
극장판 헬로카봇 : 달나라를 구해줘!,2019.9.4,3,590413 ,889 ,20852 ,롯데,최신규,"이지현, 김용준, 양정화, 조경이",8 ,애니메이션,8005034 ,15798986 ,159188751 
파파,2012.2.1,1,587291 ,414 ,24767 ,롯데,한지승,"박용우, 고아라",8 ,코미디,4379188 ,210105867 ,159188751 
극장판 헬로카봇: 옴파로스 섬의 비밀,2019.1.31,1,575362 ,752 ,15827 ,넥스트,최신규,"이지현, 김용준",9 ,애니메이션,4090448 ,15798986 ,160156018 
양자물리학,2019.9.25,3,554939 ,799 ,25296 ,기타,이성태,"박해수, 서예지, 김상호, 김응수, 변희봉, 김영재, 이창훈",8 ,범죄,16886038 ,152657180 ,120697397 
